type,signl,time,price,profit ,profit percent
Entry short,sell,1/27/2022 9:00,36387.73,,
Exit short,sellclose,1/27/2022 20:55,35581.986,53.86,2.15
Entry short,sell,1/27/2022 22:40,36630.21,,
Exit short,sellclose,1/28/2022 0:05,37384.872,-53.01,-2.12
Entry short,sell,1/28/2022 0:30,37092.82,,
Exit short,sellclose,1/28/2022 1:30,36847.111,15.06,0.6
Entry short,sell,1/28/2022 3:10,37403.55,,
Exit short,sellclose,1/28/2022 8:15,36589.9,52.88,2.12
Entry short,sell,1/28/2022 13:35,36878.21,,
Exit short,sellclose,1/28/2022 20:40,37666.141,-54.91,-2.2
Entry short,sell,1/28/2022 22:40,37831.11,,
Exit short,sellclose,1/28/2022 22:50,37726.4,5.42,0.22
Entry short,sell,1/29/2022 0:25,37860.55,,
Exit short,sellclose,1/29/2022 1:40,37512.313,21.49,0.86
Entry short,sell,1/29/2022 3:35,37643.72,,
Exit short,sellclose,1/29/2022 13:30,38014.886,-26.15,-1.05
Entry short,sell,1/29/2022 13:35,38035.64,,
Exit short,sellclose,1/29/2022 14:55,37558.112,29.89,1.2
Entry short,sell,1/29/2022 18:50,37815.19,,
Exit short,sellclose,1/29/2022 20:30,38184.273,-25.9,-1.04
Entry short,sell,1/29/2022 21:00,38602.69,,
Exit short,sellclose,1/30/2022 19:05,37530.16,67.96,2.72
Entry short,sell,1/30/2022 23:05,38097.38,,
Exit short,sellclose,1/31/2022 0:40,37509.267,37.09,1.48
Entry short,sell,1/31/2022 6:30,36954.11,,
Exit short,sellclose,1/31/2022 7:00,36894.251,2.55,0.1
Entry short,sell,1/31/2022 7:40,37139.25,,
Exit short,sellclose,1/31/2022 14:30,37460.895,-23.15,-0.93
Entry short,sell,1/31/2022 14:55,37484.04,,
Exit short,sellclose,1/31/2022 15:50,37869.6,-27.21,-1.09
Entry short,sell,1/31/2022 16:05,37900,,
Exit short,sellclose,1/31/2022 16:45,38177,-19.77,-0.79
Entry short,sell,1/31/2022 18:20,38437.01,,
Exit short,sellclose,1/31/2022 20:15,38243.697,11.07,0.44
Entry short,sell,1/31/2022 22:35,38456.03,,
Exit short,sellclose,2/1/2022 0:00,38275.306,10.25,0.41
Entry short,sell,2/1/2022 2:40,38431.58,,
Exit short,sellclose,2/1/2022 9:00,38845.726,-28.44,-1.14
Entry short,sell,2/1/2022 12:25,38553.86,,
Exit short,sellclose,2/1/2022 13:25,38770.321,-15.54,-0.62
Entry short,sell,2/1/2022 13:45,38750,,
Exit short,sellclose,2/1/2022 15:00,38287.486,28.34,1.13
Entry short,sell,2/1/2022 16:10,38969.15,,
Exit short,sellclose,2/2/2022 14:30,38064.059,56.56,2.26
Entry short,sell,2/2/2022 19:35,37560.08,,
Exit short,sellclose,2/2/2022 21:05,37318.182,14.6,0.58
Entry short,sell,2/3/2022 5:20,36971.22,,
Exit short,sellclose,2/3/2022 9:55,36775.139,11.76,0.47
Entry short,sell,2/3/2022 12:00,36645.98,,
Exit short,sellclose,2/3/2022 23:55,37363,-50.42,-2.02
Entry short,sell,2/4/2022 2:20,37237.19,,
Exit short,sellclose,2/4/2022 5:15,37498.202,-19.02,-0.76
Entry short,sell,2/4/2022 8:10,37931.79,,
Exit short,sellclose,2/4/2022 10:05,38238.08,-21.69,-0.87
Entry short,sell,2/4/2022 15:05,38434.86,,
Exit short,sellclose,2/4/2022 15:10,38759.163,-22.59,-0.9
Entry short,sell,2/4/2022 18:25,40396.86,,
Exit short,sellclose,2/4/2022 23:45,41081.646,-43.88,-1.76
Entry long,buy,2/5/2022 9:50,41319,,
Exit long,buyclose,2/5/2022 9:55,41499.118,9.4,0.38
Entry long,buy,2/5/2022 16:55,41276.9,,
Exit long,buyclose,2/5/2022 17:45,41635.882,20.24,0.81
Entry long,buy,2/5/2022 23:30,41447.46,,
Exit long,buyclose,2/6/2022 1:50,41612.558,8.46,0.34
Entry long,buy,2/6/2022 4:10,41358.44,,
Exit long,buyclose,2/6/2022 4:50,41517.591,8.12,0.32
Entry long,buy,2/6/2022 14:50,41337.44,,
Exit long,buyclose,2/6/2022 23:20,42279.325,55.46,2.22
Entry long,buy,2/7/2022 9:35,42300,,
Exit long,buyclose,2/7/2022 11:05,42636.836,18.41,0.74
Entry long,buy,2/7/2022 23:35,43792.06,,
Exit long,buyclose,2/8/2022 3:40,44134.5,18.05,0.72
Entry long,buy,2/8/2022 8:15,44144.21,,
Exit long,buyclose,2/8/2022 12:20,43469.26,-39.72,-1.59
Entry long,buy,2/8/2022 12:25,43282.39,,
Exit long,buyclose,2/8/2022 20:30,43929.208,35.86,1.43
Entry long,buy,2/9/2022 2:00,43755.79,,
Exit long,buyclose,2/9/2022 2:10,43436.23,-19.76,-0.79
Entry long,buy,2/9/2022 3:10,43288.01,,
Exit long,buyclose,2/9/2022 3:15,43359.908,2.65,0.11
Entry long,buy,2/9/2022 5:15,43126,,
Exit long,buyclose,2/9/2022 5:40,43511.2,20.83,0.83
Entry long,buy,2/9/2022 8:25,43307.01,,
Exit long,buyclose,2/9/2022 12:00,43862.1,30.54,1.22
Entry long,buy,2/9/2022 22:25,44318.1,,
Exit long,buyclose,2/9/2022 22:50,44543.386,11.21,0.45
Entry long,buy,2/9/2022 23:45,44308.41,,
Exit long,buyclose,2/10/2022 2:55,43987.22,-19.62,-0.78
Entry long,buy,2/10/2022 3:00,43658.2,,
Exit long,buyclose,2/10/2022 8:10,44240.036,31.82,1.27
Entry long,buy,2/10/2022 13:35,43950,,
Exit long,buyclose,2/10/2022 15:00,44941.508,54.9,2.2
Entry long,buy,2/10/2022 19:15,44579.63,,
Exit long,buyclose,2/10/2022 20:35,43977.97,-35.24,-1.41
Entry long,buy,2/10/2022 21:10,44002.46,,
Exit long,buyclose,2/10/2022 21:25,44171.241,8.09,0.32
Entry long,buy,2/10/2022 21:50,43759.24,,
Exit long,buyclose,2/10/2022 23:45,43395.13,-22.3,-0.89
Entry long,buy,2/10/2022 23:50,43437.24,,
Exit long,buyclose,2/11/2022 0:30,42778.58,-39.41,-1.58
Entry long,buy,2/11/2022 9:00,43135.95,,
Exit long,buyclose,2/11/2022 9:15,43384.328,12.9,0.52
Entry long,buy,2/11/2022 18:35,42925.02,,
Exit long,buyclose,2/11/2022 18:40,42698.27,-14.71,-0.59
Entry long,buy,2/11/2022 19:25,42430,,
Exit long,buyclose,2/11/2022 19:30,42752.97,17.53,0.7
Entry long,buy,2/11/2022 20:25,42360.62,,
Exit long,buyclose,2/12/2022 16:40,42808.457,24.93,1
Entry long,buy,2/15/2022 17:20,43924.9,,
Exit long,buyclose,2/15/2022 18:25,44123.83,9.82,0.39
Entry long,buy,2/16/2022 1:15,44064.7,,
Exit long,buyclose,2/16/2022 4:15,43797.9,-16.64,-0.67
Entry long,buy,2/16/2022 4:20,43814,,
Exit long,buyclose,2/16/2022 5:05,44005.27,9.41,0.38
Entry long,buy,2/16/2022 10:25,43949.8,,
Exit long,buyclose,2/16/2022 10:40,44071.5,5.42,0.22
Entry long,buy,2/16/2022 13:35,43942.9,,
Exit long,buyclose,2/16/2022 13:55,43545,-24.14,-0.97
Entry long,buy,2/16/2022 14:40,43563.1,,
Exit long,buyclose,2/16/2022 16:55,43711.28,7,0.28
Entry long,buy,2/17/2022 0:00,43815.5,,
Exit long,buyclose,2/17/2022 1:10,44119.7,15.86,0.63
Entry long,buy,2/17/2022 2:25,43853.5,,
Exit long,buyclose,2/17/2022 2:50,44064.89,10.55,0.42
Entry long,buy,2/17/2022 3:45,43821.3,,
Exit long,buyclose,2/17/2022 4:00,43426.4,-24.03,-0.96
Entry long,buy,2/17/2022 4:30,43635.9,,
Exit long,buyclose,2/17/2022 6:25,43785.13,7.05,0.28
Entry long,buy,2/17/2022 8:30,43506.2,,
Exit long,buyclose,2/17/2022 9:15,43212,-18.41,-0.74
Entry long,buy,2/17/2022 10:35,43183.1,,
Exit long,buyclose,2/17/2022 10:55,42972,-13.72,-0.55
Entry long,buy,2/17/2022 11:40,43124.9,,
Exit long,buyclose,2/17/2022 12:00,43184.1,1.93,0.08
Entry long,buy,2/17/2022 13:25,42539.1,,
Exit long,buyclose,2/17/2022 18:10,41193.3,-80.59,-3.22
Entry long,buy,2/17/2022 18:15,41104.9,,
Exit long,buyclose,2/17/2022 21:10,40258,-53.01,-2.12
Entry short,sell,2/19/2022 0:20,40131.9,,
Exit short,sellclose,2/19/2022 6:35,40399.54,-18.17,-0.73
Entry short,sell,2/19/2022 6:40,40314.3,,
Exit short,sellclose,2/19/2022 8:45,40117.25,10.72,0.43
Entry short,sell,2/19/2022 13:55,39994,,
Exit short,sellclose,2/20/2022 3:30,39701.86,16.76,0.67
Entry short,sell,2/21/2022 1:00,38623.6,,
Exit short,sellclose,2/21/2022 1:35,39270.77,-43.39,-1.74
Entry short,sell,2/21/2022 2:05,39071.8,,
Exit short,sellclose,2/21/2022 3:50,38787.78,16.67,0.67
Entry short,sell,2/21/2022 4:55,39273.1,,
Exit short,sellclose,2/21/2022 10:15,38836.92,26.27,1.05
Entry short,sell,2/21/2022 14:20,38575.6,,
Exit short,sellclose,2/21/2022 21:55,37003.29,100.4,4.02
Entry short,sell,2/22/2022 5:50,36926.3,,
Exit short,sellclose,2/22/2022 14:50,38024.62,-75.86,-3.03
Entry short,sell,2/22/2022 15:15,38044.9,,
Exit short,sellclose,2/23/2022 22:10,37148.39,57.41,2.3
Entry short,sell,2/24/2022 7:50,35224.5,,
Exit short,sellclose,2/24/2022 19:30,36880.99,-119.07,-4.76
Entry short,sell,2/24/2022 20:55,38412.7,,
Exit short,sellclose,2/26/2022 0:40,40416.37,-131.9,-5.28
Entry short,sell,2/28/2022 1:15,38021.7,,
Exit short,sellclose,2/28/2022 8:05,38515.86,-33.99,-1.36
Entry short,sell,2/28/2022 8:30,38336.9,,
Exit short,sellclose,2/28/2022 9:55,38094.21,14.33,0.57
Entry short,sell,2/28/2022 12:25,38463.3,,
Exit short,sellclose,2/28/2022 13:20,37995.81,28.89,1.16
Entry short,sell,2/28/2022 14:20,38748.3,,
Exit short,sellclose,2/28/2022 15:15,39968.69,-80.24,-3.21
Entry short,sell,2/28/2022 17:20,40852.7,,
Exit short,sellclose,2/28/2022 20:45,41823.26,-60.89,-2.44
Entry short,sell,2/28/2022 22:10,41692.9,,
Exit short,sellclose,2/28/2022 22:30,42334.91,-40,-1.6
Entry short,sell,2/28/2022 23:35,43235.1,,
Entry long,buy,3/1/2022 9:40,43229.7,,
Exit long,buyclose,3/1/2022 10:45,43444.67,10.93,0.44
Exit short,sellclose,3/1/2022 12:15,44103.86,-51.73,-2.07
Entry long,buy,3/1/2022 15:05,43806.8,,
Exit long,buyclose,3/1/2022 23:50,44454.5,35.46,1.42
Entry long,buy,3/2/2022 7:00,43881.8,,
Exit long,buyclose,3/2/2022 8:15,44176.78,15.31,0.61
Entry long,buy,3/2/2022 12:35,43934.7,,
Exit long,buyclose,3/2/2022 14:40,44285.57,18.47,0.74
Entry long,buy,3/2/2022 17:55,43734.5,,
Exit long,buyclose,3/2/2022 22:05,44261.7,28.64,1.15
Entry long,buy,3/3/2022 0:05,43752.3,,
Exit long,buyclose,3/3/2022 3:45,43399.3,-21.67,-0.87
Entry long,buy,3/3/2022 4:15,43418,,
Exit long,buyclose,3/3/2022 12:25,43746.41,17.41,0.7
Entry long,buy,3/3/2022 14:50,43393.7,,
Exit long,buyclose,3/3/2022 15:35,42655.6,-44.02,-1.76
Entry long,buy,3/3/2022 16:40,42503.8,,
Exit long,buyclose,3/4/2022 0:45,41724.6,-47.33,-1.89
Entry short,sell,3/7/2022 5:20,38083.3,,
Exit short,sellclose,3/7/2022 8:15,37671.1,25.56,1.02
Entry short,sell,3/7/2022 9:10,38298.4,,
Exit short,sellclose,3/7/2022 14:05,39229.54,-62.28,-2.49
Entry short,sell,3/7/2022 14:40,38989,,
Exit short,sellclose,3/7/2022 15:15,38763.77,12.94,0.52
Entry short,sell,3/7/2022 16:10,39336.3,,
Exit short,sellclose,3/7/2022 17:35,38535.27,49.41,1.98
Entry short,sell,3/7/2022 21:20,37954.9,,
Exit short,sellclose,3/8/2022 10:50,39123.39,-78.47,-3.14
Entry short,sell,3/8/2022 11:00,39015.2,,
Exit short,sellclose,3/8/2022 14:40,38541.48,28.85,1.15
Entry short,sell,3/8/2022 17:20,38825.6,,
Exit short,sellclose,3/9/2022 3:20,39890.51,-70.07,-2.8
Entry short,sell,3/14/2022 1:05,38240.7,,
Exit short,sellclose,3/14/2022 4:10,38726.5,-33.26,-1.33
Entry short,sell,3/14/2022 5:00,38440.9,,
Exit short,sellclose,3/14/2022 7:55,39174.43,-49.21,-1.97
Entry short,sell,3/14/2022 8:25,38966.5,,
Exit short,sellclose,3/14/2022 9:05,38880.29,4.03,0.16
Entry short,sell,3/14/2022 9:40,39132.3,,
Exit short,sellclose,3/14/2022 12:30,38722.9,24.65,0.99
Entry short,sell,3/14/2022 14:15,39028.2,,
Exit short,sellclose,3/14/2022 18:30,38438.47,36.28,1.45
Entry short,sell,3/14/2022 20:05,38852.8,,
Exit short,sellclose,3/14/2022 22:45,39201.51,-23.94,-0.96
Entry short,sell,3/15/2022 0:00,39671.4,,
Exit short,sellclose,3/15/2022 0:15,39437.14,13.26,0.53
Entry long,buy,3/19/2022 7:20,41700,,
Exit long,buyclose,3/19/2022 9:45,41746.87,1.31,0.05
Entry long,buy,3/19/2022 22:10,41818.8,,
Exit long,buyclose,3/20/2022 12:00,41296.1,-32.75,-1.31
Entry long,buy,3/20/2022 13:30,41500.5,,
Exit long,buyclose,3/20/2022 14:00,41649.92,7.5,0.3
Entry long,buy,3/20/2022 15:05,41450.7,,
Exit long,buyclose,3/20/2022 15:15,41523.05,2.86,0.11
Entry long,buy,3/20/2022 15:35,41312,,
Exit long,buyclose,3/20/2022 20:05,41514.23,10.74,0.43
Entry long,buy,3/20/2022 21:05,41194.7,,
Exit long,buyclose,3/21/2022 2:35,40518.7,-42.52,-1.7
Entry long,buy,3/23/2022 1:05,42016.9,,
Exit long,buyclose,3/23/2022 2:20,42372.63,19.67,0.79
Entry long,buy,3/23/2022 4:00,42106.1,,
Exit long,buyclose,3/23/2022 4:15,41842,-17.18,-0.69
Entry long,buy,3/23/2022 4:20,41900.9,,
Exit long,buyclose,3/23/2022 6:35,42184.88,15.44,0.62
Entry long,buy,3/23/2022 11:20,41945.6,,
Exit long,buyclose,3/23/2022 12:45,42200.31,13.68,0.55
Entry long,buy,3/23/2022 17:45,42115.4,,
Exit long,buyclose,3/23/2022 22:35,42489.75,20.72,0.83
Entry long,buy,3/24/2022 12:50,42797.8,,
Exit long,buyclose,3/24/2022 13:40,42981.1,9.21,0.37
Entry long,buy,3/25/2022 7:50,43887.3,,
Exit long,buyclose,3/25/2022 8:10,43622.2,-16.6,-0.66
Entry long,buy,3/25/2022 15:25,44395.8,,
Exit long,buyclose,3/25/2022 17:05,44054.5,-20.72,-0.83
Entry long,buy,3/25/2022 17:10,44138.8,,
Exit long,buyclose,3/25/2022 18:10,44410.56,13.89,0.56
Entry long,buy,3/26/2022 0:55,44128.2,,
Exit long,buyclose,3/26/2022 3:20,44410.7,14.5,0.58
Entry long,buy,3/26/2022 12:25,44286.8,,
Exit long,buyclose,3/26/2022 12:55,44380.62,3.8,0.15
Entry long,buy,3/26/2022 13:30,44214,,
Exit long,buyclose,3/26/2022 17:10,44366.34,7.11,0.28
Entry long,buy,3/27/2022 8:35,44640.1,,
Exit long,buyclose,3/27/2022 14:25,44720.64,3.01,0.12
Entry long,buy,3/28/2022 6:10,46777.7,,
Exit long,buyclose,3/28/2022 9:45,47180.84,20.05,0.8
Entry long,buy,3/28/2022 21:35,47501.6,,
Exit long,buyclose,3/28/2022 23:15,47180.8,-18.38,-0.74
Entry long,buy,3/28/2022 23:20,47095.9,,
Exit long,buyclose,3/29/2022 6:20,47666.99,28.82,1.15
Entry long,buy,3/29/2022 8:00,47383.5,,
Exit long,buyclose,3/29/2022 8:15,47482.91,3.74,0.15
Entry long,buy,3/29/2022 13:50,47602.7,,
Exit long,buyclose,3/29/2022 15:10,47852.81,11.64,0.47
Entry long,buy,3/29/2022 15:50,47489.9,,
Exit long,buyclose,3/30/2022 1:40,46646,-45.93,-1.84
Entry long,buy,3/30/2022 11:15,47325.4,,
Exit long,buyclose,3/30/2022 11:45,47315.96,-2,-0.08
Entry long,buy,3/30/2022 13:40,47036.4,,
Exit long,buyclose,3/30/2022 16:20,47264.19,10.61,0.42
Entry long,buy,3/30/2022 19:00,47046.1,,
Exit long,buyclose,3/31/2022 12:40,47523.27,23.86,0.95
Entry long,buy,3/31/2022 13:55,46905.4,,
Exit long,buyclose,3/31/2022 14:00,46622,-16.6,-0.66
Entry long,buy,3/31/2022 16:05,46318.5,,
Exit long,buyclose,3/31/2022 16:25,46016.5,-17.8,-0.71
Entry long,buy,3/31/2022 18:05,45700.2,,
Exit long,buyclose,3/31/2022 18:35,45879.46,8.31,0.33
Entry long,buy,3/31/2022 19:30,45725.4,,
Exit long,buyclose,3/31/2022 23:40,45335.5,-22.82,-0.91
Entry long,buy,3/31/2022 23:45,45394.2,,
Exit long,buyclose,4/1/2022 1:50,44878.9,-29.88,-1.2
Entry long,buy,4/1/2022 3:55,44584.9,,
Exit long,buyclose,4/6/2022 0:20,44522.52,-5,-0.2
Entry long,buy,4/6/2022 0:55,44979.9,,
Exit long,buyclose,4/6/2022 1:05,45149.44,7.92,0.32
Entry long,buy,4/6/2022 8:15,45191.3,,
Exit long,buyclose,4/6/2022 8:50,45342.02,6.84,0.27
Entry long,buy,4/6/2022 11:05,44876.1,,
Exit long,buyclose,4/6/2022 13:45,44184.9,-40.01,-1.6
Entry long,buy,4/6/2022 15:10,44061.1,,
Exit long,buyclose,4/6/2022 16:35,43685.8,-22.79,-0.91
Entry long,buy,4/6/2022 17:05,43562,,
Exit long,buyclose,4/6/2022 17:40,43871.79,16.28,0.65
Entry long,buy,4/6/2022 18:25,43417.6,,
Entry short,sell,4/9/2022 4:45,42423.1,,
Exit short,sellclose,4/9/2022 15:25,42267.23,7.69,0.31
Entry short,sell,4/9/2022 16:50,42442.6,,
Exit short,sellclose,4/9/2022 23:30,42671.2,-14.97,-0.6
Entry short,sell,4/9/2022 23:35,42756.8,,
Exit short,sellclose,4/10/2022 17:20,43084.62,-20.67,-0.83
Exit long,buyclose,4/10/2022 22:45,41902.4,-88.75,-3.55
Entry short,sell,4/11/2022 4:50,42249.9,,
Exit short,sellclose,4/11/2022 9:15,42010.6,12.66,0.51
Entry short,sell,4/12/2022 3:45,39685.2,,
Exit short,sellclose,4/12/2022 5:20,39981.45,-20.16,-0.81
Entry short,sell,4/12/2022 5:45,40048.3,,
Exit short,sellclose,4/12/2022 11:35,40431.77,-25.44,-1.02
Entry short,sell,4/12/2022 11:55,40356,,
Exit short,sellclose,4/12/2022 14:15,40019.42,19.35,0.77
Entry short,sell,4/12/2022 23:05,39920.1,,
Exit short,sellclose,4/13/2022 13:45,40425.42,-33.15,-1.33
Entry short,sell,4/13/2022 14:40,40686.9,,
Exit short,sellclose,4/14/2022 15:35,40171.18,30.19,1.21
Entry short,sell,4/14/2022 21:35,39964.7,,
Exit short,sellclose,4/14/2022 22:55,39788.67,9.51,0.38
Entry short,sell,4/15/2022 0:25,40078.3,,
Exit short,sellclose,4/15/2022 0:45,39775.3,17.4,0.7
Entry short,sell,4/15/2022 3:10,40059,,
Exit short,sellclose,4/15/2022 4:15,40238.15,-12.68,-0.51
Entry short,sell,4/15/2022 7:50,40400.9,,
Exit short,sellclose,4/15/2022 14:25,39853.89,32.35,1.29
Entry short,sell,4/15/2022 14:50,40515.4,,
Exit short,sellclose,4/17/2022 23:25,39617.96,53.88,2.16
Entry short,sell,4/18/2022 12:20,39177.7,,
Exit short,sellclose,4/18/2022 17:05,39679.27,-33.51,-1.34
Entry short,sell,4/18/2022 19:20,40618,,
Exit short,sellclose,4/18/2022 21:20,41060.46,-28.73,-1.15
Entry short,sell,4/18/2022 23:00,40895.3,,
Exit short,sellclose,4/19/2022 0:30,41209.85,-20.73,-0.83
Entry short,sell,4/22/2022 5:05,40634.9,,
Exit short,sellclose,4/22/2022 7:20,40494.52,7.14,0.29
Entry short,sell,4/22/2022 11:15,40544.9,,
Exit short,sellclose,4/22/2022 13:15,40285.36,14.5,0.58
Entry short,sell,4/22/2022 19:35,39698.2,,
Exit short,sellclose,4/23/2022 4:20,39277.72,24.98,1
Entry short,sell,4/23/2022 6:15,39617.1,,
Exit short,sellclose,4/23/2022 9:40,39479.2,7.2,0.29
Entry short,sell,4/23/2022 11:15,39618.3,,
Exit short,sellclose,4/23/2022 12:05,39537.95,3.57,0.14
Entry short,sell,4/23/2022 12:30,39657.7,,
Exit short,sellclose,4/23/2022 16:10,39977.23,-21.64,-0.87
Entry short,sell,4/23/2022 16:50,39859,,
Exit short,sellclose,4/23/2022 17:00,39740.91,5.91,0.24
Entry short,sell,4/23/2022 20:05,39770.4,,
Exit short,sellclose,4/23/2022 23:30,39631.18,7.25,0.29
Entry short,sell,4/24/2022 3:05,39703.1,,
Exit short,sellclose,4/24/2022 13:05,39426.52,15.92,0.64
Entry short,sell,4/24/2022 14:55,39729.9,,
Exit short,sellclose,4/24/2022 16:50,39177.51,33.26,1.33
Entry short,sell,4/24/2022 18:55,39635.8,,
Exit short,sellclose,4/24/2022 23:50,39409.37,12.78,0.51
Entry short,sell,4/25/2022 3:20,39219.9,,
Exit short,sellclose,4/25/2022 6:05,38891.88,19.41,0.78
Entry short,sell,4/25/2022 11:25,38660.7,,
Exit short,sellclose,4/25/2022 16:40,39632.78,-64.36,-2.57
Entry short,sell,4/25/2022 17:20,39539,,
Exit short,sellclose,4/25/2022 18:45,40046.35,-33.58,-1.34
Entry short,sell,4/25/2022 19:20,40153.1,,
Exit short,sellclose,4/26/2022 14:55,39279.29,52.9,2.12
Entry short,sell,4/27/2022 2:45,38372.4,,
Exit short,sellclose,4/27/2022 6:45,38544.39,-12.71,-0.51
Entry short,sell,4/27/2022 6:50,38592.3,,
Exit short,sellclose,4/27/2022 7:50,38895.25,-21.13,-0.85
Entry short,sell,4/27/2022 9:05,38826.9,,
Exit short,sellclose,4/27/2022 14:15,38518.02,18.39,0.74
Entry short,sell,4/27/2022 16:10,39112,,
Exit short,sellclose,4/28/2022 1:05,39664.17,-36.79,-1.47
Entry short,sell,4/28/2022 7:15,39438,,
Exit short,sellclose,4/28/2022 7:45,39592.59,-11.3,-0.45
Entry short,sell,4/28/2022 8:30,39606.8,,
Exit short,sellclose,4/28/2022 9:40,39835.39,-15.93,-0.64
Entry short,sell,4/28/2022 15:05,40143.2,,
Exit short,sellclose,4/28/2022 15:10,40218.8,-6.21,-0.25
Entry short,sell,4/28/2022 16:45,39860.1,,
Exit short,sellclose,4/29/2022 9:15,39051.53,49.21,1.97
Entry short,sell,4/30/2022 0:30,38620.5,,
Exit short,sellclose,4/30/2022 14:00,38470.08,8.24,0.33
Entry short,sell,4/30/2022 19:55,38447.8,,
Exit short,sellclose,4/30/2022 22:00,38229.1,12.72,0.51
Entry short,sell,5/1/2022 1:50,37984.1,,
Exit short,sellclose,5/1/2022 15:50,38575.14,-40.4,-1.62
Entry short,sell,5/1/2022 17:05,38560.1,,
Exit short,sellclose,5/1/2022 17:40,38410.47,8.2,0.33
Entry short,sell,5/1/2022 21:00,38376,,
Exit short,sellclose,5/2/2022 4:50,38939.05,-38.18,-1.53
Entry short,sell,5/2/2022 5:30,38931.8,,
Exit short,sellclose,5/2/2022 11:10,38623.29,18.31,0.73
Entry short,sell,5/2/2022 14:35,38929.1,,
Exit short,sellclose,5/2/2022 17:00,38421.35,31.11,1.24
Entry short,sell,5/2/2022 19:25,38394.7,,
Exit short,sellclose,5/3/2022 18:05,37867.86,32.8,1.31
Entry short,sell,5/3/2022 21:30,37891.4,,
Exit short,sellclose,5/4/2022 7:45,38562.94,-45.81,-1.83
Entry short,sell,5/4/2022 10:30,38935,,
Exit short,sellclose,5/4/2022 13:55,38726.27,11.9,0.48
Entry short,sell,5/4/2022 15:50,38993.1,,
Exit short,sellclose,5/4/2022 18:50,39528.89,-35.85,-1.43
Entry short,sell,5/6/2022 0:05,36530.9,,
Exit short,sellclose,5/6/2022 0:35,36381.32,8.74,0.35
Entry short,sell,5/6/2022 2:25,36524.5,,
Exit short,sellclose,5/6/2022 7:35,36092.57,28.06,1.12
Entry short,sell,5/6/2022 12:35,36193.9,,
Exit short,sellclose,5/6/2022 13:35,35479.27,47.86,1.91
Entry short,sell,5/6/2022 15:10,36188.6,,
Exit short,sellclose,5/7/2022 21:10,35571.78,41.11,1.64
Entry short,sell,5/7/2022 23:35,35575.7,,
Exit short,sellclose,5/8/2022 2:05,34600.26,67.05,2.68
Entry short,sell,5/8/2022 6:40,34691.5,,
Exit short,sellclose,5/8/2022 13:55,34349.5,23.15,0.93
Entry short,sell,5/8/2022 18:40,34556,,
Exit short,sellclose,5/9/2022 2:25,33628.6,65.59,2.62
Entry short,sell,5/9/2022 8:55,33666.2,,
Exit short,sellclose,5/9/2022 10:45,32947.14,51.9,2.08
Entry short,sell,5/9/2022 13:40,33160,,
Exit short,sellclose,5/9/2022 14:35,32518.67,46.85,1.87
Entry short,sell,5/9/2022 20:15,31495.2,,
Exit short,sellclose,5/10/2022 0:00,29922.51,123.34,4.93
Entry short,sell,5/10/2022 1:10,30938.3,,
Exit short,sellclose,5/11/2022 12:50,29165.42,141.76,5.67
Entry short,sell,5/11/2022 14:45,31599.3,,
Exit short,sellclose,5/11/2022 16:50,30408.31,92.73,3.71
Entry short,sell,5/12/2022 0:15,29264.5,,
Exit short,sellclose,5/12/2022 3:30,28445.46,68.47,2.74
Entry short,sell,5/12/2022 7:30,27894.3,,
Exit short,sellclose,5/13/2022 3:05,30509.7,-235.9,-9.44
Entry short,sell,5/13/2022 5:10,30676.3,,
Exit short,sellclose,5/13/2022 16:30,30084.7,46.71,1.87
Entry short,sell,5/14/2022 1:35,29648.5,,
Exit short,sellclose,5/14/2022 4:50,29238.19,33.1,1.32
Entry short,sell,5/14/2022 6:35,29533.3,,
Exit short,sellclose,5/14/2022 10:50,29313.17,17.13,0.69
Entry short,sell,5/14/2022 16:35,29105.9,,
Exit short,sellclose,5/14/2022 18:10,29773.68,-58.86,-2.35
Entry short,sell,5/14/2022 21:45,29784.6,,
Exit short,sellclose,5/14/2022 22:55,30200.29,-36.39,-1.46
Entry short,sell,5/14/2022 23:20,29994,,
Exit short,sellclose,5/15/2022 20:20,31146.07,-97.53,-3.9
Entry short,sell,5/15/2022 21:50,31016.9,,
Exit short,sellclose,5/15/2022 22:00,31294.23,-23.85,-0.95
Entry short,sell,5/15/2022 22:25,31115.1,,
Exit short,sellclose,5/16/2022 1:35,30759.48,27.07,1.08
Entry short,sell,5/16/2022 10:40,29919.8,,
Exit short,sellclose,5/16/2022 16:40,29251.28,54.36,2.17
Entry short,sell,5/16/2022 17:45,29671.5,,
Exit short,sellclose,5/17/2022 3:30,30374.18,-60.7,-2.43
Entry short,sell,5/17/2022 5:50,30438.9,,
Exit short,sellclose,5/17/2022 8:40,30699.73,-22.92,-0.92
Entry short,sell,5/17/2022 9:30,30683.4,,
Exit short,sellclose,5/17/2022 10:35,30502.39,13.25,0.53
Entry short,sell,5/17/2022 13:40,30708.1,,
Exit short,sellclose,5/17/2022 14:30,30258.52,35.1,1.4
Entry short,sell,5/17/2022 19:35,30182.2,,
Exit short,sellclose,5/18/2022 12:50,29576.99,48.63,1.95
Entry short,sell,5/18/2022 19:05,29379.3,,
Exit short,sellclose,5/18/2022 22:45,28931.5,36.61,1.46
Entry short,sell,5/19/2022 2:50,29018.9,,
Exit short,sellclose,5/19/2022 15:20,30075.4,-92.52,-3.7
